letter,total,percent,score
gwd,0,0.0,78
gwf,0,0.0,78
gwg,0,0.0,78
gwh,0,0.0,78
gwj,0,0.0,78
gwk,0,0.0,78
gwl,0,0.0,78
gwm,0,0.0,78
gwn,0,0.0,78
gwo,0,0.0,78
gwp,0,0.0,78
gwq,0,0.0,78
gwr,0,0.0,78
gws,0,0.0,78
gwt,0,0.0,78
gwu,0,0.0,78
gwv,0,0.0,78
gww,0,0.0,78
gwx,0,0.0,78
gwy,0,0.0,78
gwz,0,0.0,78
gxa,0,0.0,78
gxb,0,0.0,78
gxc,0,0.0,78
gxd,0,0.0,78
gxe,0,0.0,78
gxf,0,0.0,78
gxg,0,0.0,78
gxh,0,0.0,78
gxi,0,0.0,78
gxj,0,0.0,78
gxk,0,0.0,78
gxl,0,0.0,78
gxm,0,0.0,78
gxn,0,0.0,78
gxo,0,0.0,78
gxp,0,0.0,78
gxq,0,0.0,78
gxr,0,0.0,78
gxs,0,0.0,78
gxt,0,0.0,78
gxu,0,0.0,78
gxv,0,0.0,78
gxw,0,0.0,78
gxx,0,0.0,78
gxy,0,0.0,78
gxz,0,0.0,78
gya,0,0.0,78
gyc,0,0.0,78
gyd,0,0.0,78
gye,0,0.0,78
gyf,0,0.0,78
gyh,0,0.0,78
gyi,0,0.0,78
gyj,0,0.0,78
gyk,0,0.0,78
gyl,0,0.0,78
gyo,0,0.0,78
gyq,0,0.0,78
gys,0,0.0,78
gyt,0,0.0,78
gyu,0,0.0,78
gyw,0,0.0,78
gyx,0,0.0,78
gyy,0,0.0,78
gyz,0,0.0,78
gza,0,0.0,78
gzb,0,0.0,78
gzc,0,0.0,78
gzd,0,0.0,78
gze,0,0.0,78
gzf,0,0.0,78
gzg,0,0.0,78
gzh,0,0.0,78
gzi,0,0.0,78
gzj,0,0.0,78
gzk,0,0.0,78
gzl,0,0.0,78
gzm,0,0.0,78
gzn,0,0.0,78
gzo,0,0.0,78
gzp,0,0.0,78
gzq,0,0.0,78
gzr,0,0.0,78
gzs,0,0.0,78
gzt,0,0.0,78
gzu,0,0.0,78
gzv,0,0.0,78
gzw,0,0.0,78
gzx,0,0.0,78
gzy,0,0.0,78
gzz,0,0.0,78
haq,0,0.0,78
hax,0,0.0,78
hba,0,0.0,78
hbb,0,0.0,78
hbc,0,0.0,78
hbd,0,0.0,78
hbe,0,0.0,78
hbf,0,0.0,78
hbg,0,0.0,78
hbh,0,0.0,78
hbi,0,0.0,78
hbj,0,0.0,78
hbk,0,0.0,78
hbl,0,0.0,78
hbm,0,0.0,78
hbp,0,0.0,78
hbq,0,0.0,78
hbr,0,0.0,78
hbs,0,0.0,78
hbt,0,0.0,78
hbu,0,0.0,78
hbv,0,0.0,78
hbw,0,0.0,78
hbx,0,0.0,78
hby,0,0.0,78
hbz,0,0.0,78
hca,0,0.0,78
hcb,0,0.0,78
hcc,0,0.0,78
hcd,0,0.0,78
hce,0,0.0,78
hcf,0,0.0,78
hcg,0,0.0,78
hch,0,0.0,78
hci,0,0.0,78
hcj,0,0.0,78
hck,0,0.0,78
hcl,0,0.0,78
hcm,0,0.0,78
hcn,0,0.0,78
hco,0,0.0,78
hcp,0,0.0,78
hcq,0,0.0,78
hcr,0,0.0,78
hcs,0,0.0,78
hct,0,0.0,78
hcu,0,0.0,78
hcv,0,0.0,78
hcw,0,0.0,78
hcx,0,0.0,78
hcy,0,0.0,78
hcz,0,0.0,78
hda,0,0.0,78
hdb,0,0.0,78
hdc,0,0.0,78
hdd,0,0.0,78
hde,0,0.0,78
hdf,0,0.0,78
hdg,0,0.0,78
hdh,0,0.0,78
hdj,0,0.0,78
hdk,0,0.0,78
hdl,0,0.0,78
hdm,0,0.0,78
hdn,0,0.0,78
hdo,0,0.0,78
hdp,0,0.0,78
hdr,0,0.0,78
hds,0,0.0,78
hdt,0,0.0,78
hdu,0,0.0,78
hdv,0,0.0,78
hdw,0,0.0,78
hdx,0,0.0,78
hdy,0,0.0,78
hdz,0,0.0,78
heh,0,0.0,78
hej,0,0.0,78
heq,0,0.0,78
hez,0,0.0,78
hfa,0,0.0,78
hfb,0,0.0,78
hfc,0,0.0,78
hfd,0,0.0,78
hfe,0,0.0,78
hff,0,0.0,78
hfg,0,0.0,78
hfh,0,0.0,78
hfi,0,0.0,78
hfj,0,0.0,78
hfk,0,0.0,78
hfl,0,0.0,78
hfm,0,0.0,78
hfn,0,0.0,78
hfo,0,0.0,78
hfp,0,0.0,78
hfq,0,0.0,78
hfr,0,0.0,78
hfs,0,0.0,78
hft,0,0.0,78
hfu,0,0.0,78
hfv,0,0.0,78
hfw,0,0.0,78
hfx,0,0.0,78
hfy,0,0.0,78
hfz,0,0.0,78
hga,0,0.0,78
hgb,0,0.0,78
hgc,0,0.0,78
hgd,0,0.0,78
hge,0,0.0,78
hgf,0,0.0,78
hgg,0,0.0,78
hgh,0,0.0,78
hgi,0,0.0,78
hgj,0,0.0,78
hgk,0,0.0,78
hgl,0,0.0,78
hgm,0,0.0,78
hgn,0,0.0,78
hgo,0,0.0,78
hgp,0,0.0,78
hgq,0,0.0,78
hgr,0,0.0,78
hgs,0,0.0,78
hgt,0,0.0,78
hgu,0,0.0,78
hgv,0,0.0,78
hgw,0,0.0,78
hgx,0,0.0,78
hgy,0,0.0,78
hgz,0,0.0,78
hha,0,0.0,78
hhb,0,0.0,78
hhc,0,0.0,78
hhd,0,0.0,78
hhe,0,0.0,78
hhf,0,0.0,78
hhg,0,0.0,78
hhh,0,0.0,78
hhi,0,0.0,78
hhj,0,0.0,78
hhk,0,0.0,78
hhl,0,0.0,78
hhm,0,0.0,78
hhn,0,0.0,78
hho,0,0.0,78
hhp,0,0.0,78
hhq,0,0.0,78
hhr,0,0.0,78
hhs,0,0.0,78
hht,0,0.0,78
hhu,0,0.0,78
hhv,0,0.0,78
hhw,0,0.0,78
hhx,0,0.0,78
hhy,0,0.0,78
hhz,0,0.0,78
hih,0,0.0,78
hii,0,0.0,78
hiq,0,0.0,78
hiu,0,0.0,78
hiw,0,0.0,78
hix,0,0.0,78
hiy,0,0.0,78
hja,0,0.0,78
hjb,0,0.0,78
hjc,0,0.0,78
hjd,0,0.0,78
hje,0,0.0,78
hjf,0,0.0,78
hjg,0,0.0,78
hjh,0,0.0,78
hji,0,0.0,78
hjj,0,0.0,78
hjk,0,0.0,78
hjl,0,0.0,78
hjm,0,0.0,78
hjn,0,0.0,78
hjo,0,0.0,78
hjp,0,0.0,78
hjq,0,0.0,78
hjr,0,0.0,78
hjs,0,0.0,78
hjt,0,0.0,78
hju,0,0.0,78
hjv,0,0.0,78
hjw,0,0.0,78
hjx,0,0.0,78
hjy,0,0.0,78
hjz,0,0.0,78
hka,0,0.0,78
hkb,0,0.0,78
hkc,0,0.0,78
hkd,0,0.0,78
hke,0,0.0,78
hkf,0,0.0,78
hkg,0,0.0,78
hkh,0,0.0,78
hki,0,0.0,78
hkj,0,0.0,78
hkk,0,0.0,78
hkl,0,0.0,78
hkm,0,0.0,78
hkn,0,0.0,78
hko,0,0.0,78
hkp,0,0.0,78
hkq,0,0.0,78
hkr,0,0.0,78
hks,0,0.0,78
hkt,0,0.0,78
hku,0,0.0,78
hkv,0,0.0,78
hkw,0,0.0,78
hkx,0,0.0,78
hky,0,0.0,78
hkz,0,0.0,78
hlb,0,0.0,78
hlc,0,0.0,78
hld,0,0.0,78
hlf,0,0.0,78
hlg,0,0.0,78
hlh,0,0.0,78
hli,0,0.0,78
hlj,0,0.0,78
hlk,0,0.0,78
hlm,0,0.0,78
hln,0,0.0,78
hlp,0,0.0,78
hlq,0,0.0,78
hlr,0,0.0,78
hlt,0,0.0,78
hlv,0,0.0,78
hlw,0,0.0,78
hlx,0,0.0,78
hlz,0,0.0,78
hma,0,0.0,78
hmb,0,0.0,78
hmc,0,0.0,78
hmd,0,0.0,78
hmf,0,0.0,78
hmg,0,0.0,78
hmh,0,0.0,78
hmj,0,0.0,78
hmk,0,0.0,78
hml,0,0.0,78
hmm,0,0.0,78
hmn,0,0.0,78
hmp,0,0.0,78
hmq,0,0.0,78
hmr,0,0.0,78
hmt,0,0.0,78
hmv,0,0.0,78
hmw,0,0.0,78
hmx,0,0.0,78
hmy,0,0.0,78
hmz,0,0.0,78
hnb,0,0.0,78
hnc,0,0.0,78
hnd,0,0.0,78
hne,0,0.0,78
hnf,0,0.0,78
hng,0,0.0,78
hnh,0,0.0,78
hni,0,0.0,78
hnj,0,0.0,78
hnk,0,0.0,78
hnl,0,0.0,78
hnm,0,0.0,78
hnn,0,0.0,78
hno,0,0.0,78
hnp,0,0.0,78
hnq,0,0.0,78
hnr,0,0.0,78
hnt,0,0.0,78
hnu,0,0.0,78
hnv,0,0.0,78
hnw,0,0.0,78
hnx,0,0.0,78
hny,0,0.0,78
hnz,0,0.0,78
hoh,0,0.0,78
hoq,0,0.0,78
hox,0,0.0,78
hoz,0,0.0,78
hpa,0,0.0,78
hpb,0,0.0,78
hpc,0,0.0,78
hpd,0,0.0,78
hpe,0,0.0,78
hpf,0,0.0,78
hpg,0,0.0,78
hpi,0,0.0,78
hpj,0,0.0,78
hpk,0,0.0,78
hpl,0,0.0,78
hpm,0,0.0,78
hpn,0,0.0,78
hpo,0,0.0,78
hpp,0,0.0,78
hpq,0,0.0,78
hpr,0,0.0,78
hpt,0,0.0,78
hpu,0,0.0,78
hpv,0,0.0,78
hpw,0,0.0,78
hpx,0,0.0,78
hpy,0,0.0,78
hpz,0,0.0,78
hqa,0,0.0,78
hqb,0,0.0,78
hqc,0,0.0,78
hqd,0,0.0,78
hqe,0,0.0,78
hqf,0,0.0,78
hqg,0,0.0,78
hqh,0,0.0,78
hqi,0,0.0,78
hqj,0,0.0,78
hqk,0,0.0,78
hql,0,0.0,78
hqm,0,0.0,78
hqn,0,0.0,78
hqo,0,0.0,78
hqp,0,0.0,78
hqq,0,0.0,78
hqr,0,0.0,78
hqs,0,0.0,78
hqt,0,0.0,78
hqu,0,0.0,78
hqv,0,0.0,78
hqw,0,0.0,78
hqx,0,0.0,78
hqy,0,0.0,78
hqz,0,0.0,78
hrb,0,0.0,78
hrc,0,0.0,78
hrd,0,0.0,78
hrf,0,0.0,78
hrg,0,0.0,78
hrh,0,0.0,78
hrj,0,0.0,78
hrk,0,0.0,78
hrl,0,0.0,78
hrm,0,0.0,78
hrn,0,0.0,78
hrp,0,0.0,78
hrq,0,0.0,78
hrr,0,0.0,78
hrt,0,0.0,78
hrv,0,0.0,78
hrw,0,0.0,78
hrx,0,0.0,78
hrz,0,0.0,78
hsb,0,0.0,78
hsc,0,0.0,78
hsd,0,0.0,78
hse,0,0.0,78
hsf,0,0.0,78
hsg,0,0.0,78
hsh,0,0.0,78
hsj,0,0.0,78
hsk,0,0.0,78
hsm,0,0.0,78
hsn,0,0.0,78
hso,0,0.0,78
hsp,0,0.0,78
hsq,0,0.0,78
hsr,0,0.0,78
hss,0,0.0,78
hst,0,0.0,78
hsv,0,0.0,78
hsw,0,0.0,78
hsx,0,0.0,78
hsy,0,0.0,78
hsz,0,0.0,78
hta,0,0.0,78
htb,0,0.0,78
htc,0,0.0,78
htd,0,0.0,78
hte,0,0.0,78
htf,0,0.0,78
htg,0,0.0,78
hti,0,0.0,78
htj,0,0.0,78
htk,0,0.0,78
htl,0,0.0,78
htm,0,0.0,78
htn,0,0.0,78
hto,0,0.0,78
htp,0,0.0,78
htq,0,0.0,78
htr,0,0.0,78
htt,0,0.0,78
htu,0,0.0,78
htv,0,0.0,78
htw,0,0.0,78
htx,0,0.0,78
hty,0,0.0,78
htz,0,0.0,78
huk,0,0.0,78
huq,0,0.0,78
huu,0,0.0,78
huv,0,0.0,78
huw,0,0.0,78
hux,0,0.0,78
hvb,0,0.0,78
hvc,0,0.0,78
hvd,0,0.0,78
hvf,0,0.0,78
hvg,0,0.0,78
hvh,0,0.0,78
hvi,0,0.0,78
hvj,0,0.0,78
hvk,0,0.0,78
hvl,0,0.0,78
hvm,0,0.0,78
hvn,0,0.0,78
hvo,0,0.0,78
hvp,0,0.0,78
hvq,0,0.0,78
hvr,0,0.0,78
hvs,0,0.0,78
hvt,0,0.0,78
hvu,0,0.0,78
hvv,0,0.0,78
hvw,0,0.0,78
hvx,0,0.0,78
hvy,0,0.0,78
hvz,0,0.0,78
hwb,0,0.0,78
hwc,0,0.0,78
hwd,0,0.0,78
hwe,0,0.0,78
hwf,0,0.0,78
hwg,0,0.0,78
hwh,0,0.0,78
hwj,0,0.0,78
hwk,0,0.0,78
hwl,0,0.0,78
hwm,0,0.0,78
hwn,0,0.0,78
hwo,0,0.0,78
hwp,0,0.0,78
hwq,0,0.0,78
hwr,0,0.0,78
hws,0,0.0,78
hwt,0,0.0,78
hwu,0,0.0,78
hwv,0,0.0,78
hww,0,0.0,78
hwx,0,0.0,78
hwy,0,0.0,78
hwz,0,0.0,78
hxa,0,0.0,78
hxb,0,0.0,78
hxc,0,0.0,78
hxd,0,0.0,78
hxe,0,0.0,78
hxf,0,0.0,78
hxg,0,0.0,78
hxh,0,0.0,78
hxi,0,0.0,78
hxj,0,0.0,78
hxk,0,0.0,78
hxl,0,0.0,78
hxm,0,0.0,78
hxn,0,0.0,78
hxo,0,0.0,78
hxp,0,0.0,78
hxq,0,0.0,78
hxr,0,0.0,78
hxs,0,0.0,78
hxt,0,0.0,78
hxu,0,0.0,78
hxv,0,0.0,78
hxw,0,0.0,78
hxx,0,0.0,78
hxy,0,0.0,78
hxz,0,0.0,78
hyc,0,0.0,78
hyf,0,0.0,78
hyg,0,0.0,78
hyh,0,0.0,78
hyj,0,0.0,78
hyk,0,0.0,78
hyq,0,0.0,78
hyu,0,0.0,78
hyv,0,0.0,78
hyw,0,0.0,78
hyx,0,0.0,78
hyy,0,0.0,78
hyz,0,0.0,78
hza,0,0.0,78
hzb,0,0.0,78
hzc,0,0.0,78
hzd,0,0.0,78
hze,0,0.0,78
hzf,0,0.0,78
hzg,0,0.0,78
hzh,0,0.0,78
hzi,0,0.0,78
hzj,0,0.0,78
hzk,0,0.0,78
hzl,0,0.0,78
hzm,0,0.0,78
hzn,0,0.0,78
hzo,0,0.0,78
hzp,0,0.0,78
hzq,0,0.0,78
hzr,0,0.0,78
hzs,0,0.0,78
hzt,0,0.0,78
hzu,0,0.0,78
hzv,0,0.0,78
hzw,0,0.0,78
hzx,0,0.0,78
hzy,0,0.0,78
hzz,0,0.0,78
iaj,0,0.0,78
iap,0,0.0,78
iav,0,0.0,78
iaw,0,0.0,78
iax,0,0.0,78
iay,0,0.0,78
ibc,0,0.0,78
ibd,0,0.0,78
ibf,0,0.0,78
ibg,0,0.0,78
ibh,0,0.0,78
ibj,0,0.0,78
ibk,0,0.0,78
ibm,0,0.0,78
ibn,0,0.0,78
ibp,0,0.0,78
ibq,0,0.0,78
ibt,0,0.0,78
ibv,0,0.0,78
ibw,0,0.0,78
ibx,0,0.0,78
ibz,0,0.0,78
icb,0,0.0,78
icd,0,0.0,78
icf,0,0.0,78
icg,0,0.0,78
icj,0,0.0,78
icm,0,0.0,78
icn,0,0.0,78
icp,0,0.0,78
icq,0,0.0,78
icv,0,0.0,78
icw,0,0.0,78
icx,0,0.0,78
icz,0,0.0,78
idb,0,0.0,78
idf,0,0.0,78
idj,0,0.0,78
idk,0,0.0,78
idm,0,0.0,78
idp,0,0.0,78
idq,0,0.0,78
idv,0,0.0,78
idw,0,0.0,78
idx,0,0.0,78
idz,0,0.0,78
iea,0,0.0,78
ieb,0,0.0,78
iee,0,0.0,78
ieh,0,0.0,78
iei,0,0.0,78
iej,0,0.0,78
iek,0,0.0,78
ieo,0,0.0,78
ieq,0,0.0,78
iex,0,0.0,78
ifb,0,0.0,78
ifc,0,0.0,78
ifg,0,0.0,78
ifh,0,0.0,78
ifj,0,0.0,78
ifk,0,0.0,78
ifm,0,0.0,78
ifn,0,0.0,78
ifo,0,0.0,78
ifp,0,0.0,78
ifq,0,0.0,78
ifu,0,0.0,78
ifv,0,0.0,78
ifw,0,0.0,78
ifx,0,0.0,78
ifz,0,0.0,78
igb,0,0.0,78
igc,0,0.0,78
igf,0,0.0,78
igj,0,0.0,78
igk,0,0.0,78
igp,0,0.0,78
igq,0,0.0,78
igv,0,0.0,78
igw,0,0.0,78
igx,0,0.0,78
igz,0,0.0,78
ihb,0,0.0,78
ihc,0,0.0,78
ihd,0,0.0,78
ihf,0,0.0,78
ihg,0,0.0,78
ihh,0,0.0,78
ihj,0,0.0,78
ihk,0,0.0,78
ihm,0,0.0,78
ihn,0,0.0,78
iho,0,0.0,78
ihp,0,0.0,78
ihq,0,0.0,78
ihs,0,0.0,78
iht,0,0.0,78
ihv,0,0.0,78
ihw,0,0.0,78
ihx,0,0.0,78
ihy,0,0.0,78
ihz,0,0.0,78
iib,0,0.0,78
iic,0,0.0,78
iie,0,0.0,78
iif,0,0.0,78
iig,0,0.0,78
iih,0,0.0,78
iij,0,0.0,78
iik,0,0.0,78
iil,0,0.0,78
iim,0,0.0,78
iio,0,0.0,78
iip,0,0.0,78
iiq,0,0.0,78
iir,0,0.0,78
iiu,0,0.0,78
iiv,0,0.0,78
iiw,0,0.0,78
iix,0,0.0,78
iiy,0,0.0,78
iiz,0,0.0,78
ijb,0,0.0,78
ijc,0,0.0,78
ijd,0,0.0,78
ije,0,0.0,78
ijf,0,0.0,78
ijg,0,0.0,78
ijh,0,0.0,78
ijj,0,0.0,78
ijk,0,0.0,78
ijl,0,0.0,78
ijn,0,0.0,78
ijp,0,0.0,78
ijq,0,0.0,78
ijs,0,0.0,78
ijt,0,0.0,78
iju,0,0.0,78
ijv,0,0.0,78
ijw,0,0.0,78
ijx,0,0.0,78
ijy,0,0.0,78
ijz,0,0.0,78
ikb,0,0.0,78
ikc,0,0.0,78
ikd,0,0.0,78
ikf,0,0.0,78
ikg,0,0.0,78
ikj,0,0.0,78
ikm,0,0.0,78
ikn,0,0.0,78
ikp,0,0.0,78
ikq,0,0.0,78
ikt,0,0.0,78
ikv,0,0.0,78
ikw,0,0.0,78
ikx,0,0.0,78
ikz,0,0.0,78
ilj,0,0.0,78
ilq,0,0.0,78
ilr,0,0.0,78
ilw,0,0.0,78
ilx,0,0.0,78
ilz,0,0.0,78
imd,0,0.0,78
imf,0,0.0,78
img,0,0.0,78
imh,0,0.0,78
imj,0,0.0,78
imk,0,0.0,78
imq,0,0.0,78
imr,0,0.0,78
imt,0,0.0,78
imw,0,0.0,78
imx,0,0.0,78
inq,0,0.0,78
inx,0,0.0,78
ioa,0,0.0,78
iof,0,0.0,78
iog,0,0.0,78
ioh,0,0.0,78
ioj,0,0.0,78
iop,0,0.0,78
ioq,0,0.0,78
iov,0,0.0,78
ioy,0,0.0,78
ioz,0,0.0,78
ipb,0,0.0,78
ipc,0,0.0,78
ipd,0,0.0,78
ipf,0,0.0,78
ipg,0,0.0,78
ipj,0,0.0,78
ipk,0,0.0,78
ipn,0,0.0,78
ipq,0,0.0,78
ipv,0,0.0,78
ipw,0,0.0,78
ipx,0,0.0,78
ipz,0,0.0,78
iqa,0,0.0,78
iqb,0,0.0,78
iqc,0,0.0,78
iqd,0,0.0,78
iqe,0,0.0,78
iqf,0,0.0,78
iqg,0,0.0,78
iqh,0,0.0,78
iqi,0,0.0,78
iqj,0,0.0,78
iqk,0,0.0,78
iql,0,0.0,78
iqm,0,0.0,78
iqn,0,0.0,78
iqo,0,0.0,78
iqp,0,0.0,78
iqq,0,0.0,78
iqs,0,0.0,78
iqt,0,0.0,78
iqv,0,0.0,78
iqw,0,0.0,78
iqx,0,0.0,78
iqy,0,0.0,78
iqz,0,0.0,78
irh,0,0.0,78
irq,0,0.0,78
irx,0,0.0,78
isf,0,0.0,78
isj,0,0.0,78
isv,0,0.0,78
isx,0,0.0,78
itb,0,0.0,78
itd,0,0.0,78
itf,0,0.0,78
itg,0,0.0,78
itj,0,0.0,78
itm,0,0.0,78
itn,0,0.0,78
itp,0,0.0,78
itq,0,0.0,78
itv,0,0.0,78
itw,0,0.0,78
itx,0,0.0,78
iub,0,0.0,78
iuc,0,0.0,78
iud,0,0.0,78
iue,0,0.0,78
iuf,0,0.0,78
iug,0,0.0,78
iuh,0,0.0,78
iui,0,0.0,78
iuj,0,0.0,78
iuk,0,0.0,78
iuo,0,0.0,78
iup,0,0.0,78
iuq,0,0.0,78
iuu,0,0.0,78
iuw,0,0.0,78
iux,0,0.0,78
iuy,0,0.0,78
iuz,0,0.0,78
ivb,0,0.0,78
ivc,0,0.0,78
ivf,0,0.0,78
ivg,0,0.0,78
ivh,0,0.0,78
ivj,0,0.0,78
ivk,0,0.0,78
ivl,0,0.0,78
ivm,0,0.0,78
ivn,0,0.0,78
ivp,0,0.0,78
ivq,0,0.0,78
ivt,0,0.0,78
ivx,0,0.0,78
ivz,0,0.0,78
iwb,0,0.0,78
iwc,0,0.0,78
iwd,0,0.0,78
iwe,0,0.0,78
iwf,0,0.0,78
iwg,0,0.0,78
iwh,0,0.0,78
iwj,0,0.0,78
iwk,0,0.0,78
iwl,0,0.0,78
iwm,0,0.0,78
iwn,0,0.0,78
iwo,0,0.0,78
iwp,0,0.0,78
iwq,0,0.0,78
iwr,0,0.0,78
iws,0,0.0,78
iwt,0,0.0,78
iwv,0,0.0,78
iww,0,0.0,78
iwx,0,0.0,78
iwz,0,0.0,78
ixa,0,0.0,78
ixb,0,0.0,78
ixc,0,0.0,78
ixd,0,0.0,78
ixf,0,0.0,78
ixg,0,0.0,78
ixh,0,0.0,78
ixj,0,0.0,78
ixk,0,0.0,78
ixl,0,0.0,78
ixn,0,0.0,78
ixp,0,0.0,78
ixq,0,0.0,78
ixr,0,0.0,78
ixs,0,0.0,78
ixv,0,0.0,78
ixw,0,0.0,78
ixx,0,0.0,78
ixz,0,0.0,78
iyb,0,0.0,78
iyc,0,0.0,78
iyd,0,0.0,78
iye,0,0.0,78
iyf,0,0.0,78
iyg,0,0.0,78
iyh,0,0.0,78
iyi,0,0.0,78
iyj,0,0.0,78
iyk,0,0.0,78
iyl,0,0.0,78
iym,0,0.0,78
iyn,0,0.0,78
iyp,0,0.0,78
iyq,0,0.0,78
iyr,0,0.0,78
iys,0,0.0,78
iyt,0,0.0,78
iyu,0,0.0,78
iyv,0,0.0,78
iyw,0,0.0,78
iyx,0,0.0,78
iyy,0,0.0,78
iyz,0,0.0,78
izb,0,0.0,78
izc,0,0.0,78
izd,0,0.0,78
izf,0,0.0,78
izg,0,0.0,78
izh,0,0.0,78
izj,0,0.0,78
izk,0,0.0,78
izn,0,0.0,78
izp,0,0.0,78
izq,0,0.0,78
izr,0,0.0,78
izs,0,0.0,78
izv,0,0.0,78
izw,0,0.0,78
izx,0,0.0,78
jae,0,0.0,78
jaf,0,0.0,78
jaq,0,0.0,78
jax,0,0.0,78
jba,0,0.0,78
jbb,0,0.0,78
jbc,0,0.0,78
jbd,0,0.0,78
jbe,0,0.0,78
jbf,0,0.0,78
jbg,0,0.0,78
jbh,0,0.0,78
jbi,0,0.0,78
jbj,0,0.0,78
jbk,0,0.0,78
jbl,0,0.0,78
jbm,0,0.0,78
jbn,0,0.0,78
jbo,0,0.0,78
jbp,0,0.0,78
jbq,0,0.0,78
jbr,0,0.0,78
jbs,0,0.0,78
jbt,0,0.0,78
jbu,0,0.0,78
jbv,0,0.0,78
jbw,0,0.0,78
jbx,0,0.0,78
jby,0,0.0,78
jbz,0,0.0,78
jca,0,0.0,78
jcb,0,0.0,78
jcc,0,0.0,78
jcd,0,0.0,78
jce,0,0.0,78
jcf,0,0.0,78
jcg,0,0.0,78
jch,0,0.0,78
jci,0,0.0,78
jcj,0,0.0,78
jck,0,0.0,78
jcl,0,0.0,78
jcm,0,0.0,78
jcn,0,0.0,78
jco,0,0.0,78
jcp,0,0.0,78
jcq,0,0.0,78
jcr,0,0.0,78
jcs,0,0.0,78
jct,0,0.0,78
jcu,0,0.0,78
jcv,0,0.0,78
jcw,0,0.0,78
jcx,0,0.0,78
jcy,0,0.0,78
jcz,0,0.0,78
jda,0,0.0,78
jdb,0,0.0,78
jdc,0,0.0,78
jdd,0,0.0,78
jde,0,0.0,78
jdf,0,0.0,78
jdg,0,0.0,78
jdh,0,0.0,78
jdj,0,0.0,78
jdk,0,0.0,78
jdl,0,0.0,78
jdm,0,0.0,78
jdn,0,0.0,78
jdo,0,0.0,78
jdp,0,0.0,78
jdq,0,0.0,78
jdr,0,0.0,78
jds,0,0.0,78
jdt,0,0.0,78
jdu,0,0.0,78
jdv,0,0.0,78
jdw,0,0.0,78
jdx,0,0.0,78
jdy,0,0.0,78
jdz,0,0.0,78
jed,0,0.0,78
jeg,0,0.0,78
jei,0,0.0,78
jej,0,0.0,78
jek,0,0.0,78
jeo,0,0.0,78
jep,0,0.0,78
jeq,0,0.0,78
jeu,0,0.0,78
jev,0,0.0,78
jex,0,0.0,78
jey,0,0.0,78
jez,0,0.0,78
jfa,0,0.0,78
jfb,0,0.0,78
jfc,0,0.0,78
jfd,0,0.0,78
jfe,0,0.0,78
jff,0,0.0,78
jfg,0,0.0,78
jfh,0,0.0,78
jfi,0,0.0,78
jfj,0,0.0,78
jfk,0,0.0,78
jfl,0,0.0,78
jfm,0,0.0,78
jfn,0,0.0,78
jfo,0,0.0,78
jfp,0,0.0,78
jfq,0,0.0,78
jfr,0,0.0,78
jfs,0,0.0,78
jft,0,0.0,78
jfu,0,0.0,78
jfv,0,0.0,78
jfw,0,0.0,78
jfx,0,0.0,78
jfy,0,0.0,78
jfz,0,0.0,78
jga,0,0.0,78
jgb,0,0.0,78
jgc,0,0.0,78
jgd,0,0.0,78
jge,0,0.0,78
jgf,0,0.0,78
jgg,0,0.0,78
jgh,0,0.0,78
jgi,0,0.0,78
jgj,0,0.0,78
jgk,0,0.0,78
jgl,0,0.0,78
jgm,0,0.0,78
jgn,0,0.0,78
jgo,0,0.0,78
jgp,0,0.0,78
jgq,0,0.0,78
jgr,0,0.0,78
jgs,0,0.0,78
jgt,0,0.0,78
jgu,0,0.0,78
jgv,0,0.0,78
jgw,0,0.0,78
jgx,0,0.0,78
jgy,0,0.0,78
jgz,0,0.0,78
jhb,0,0.0,78
jhc,0,0.0,78
jhd,0,0.0,78
jhf,0,0.0,78
jhg,0,0.0,78
jhh,0,0.0,78
jhi,0,0.0,78
jhj,0,0.0,78
jhk,0,0.0,78
jhl,0,0.0,78
jhm,0,0.0,78
jhn,0,0.0,78
jhp,0,0.0,78
jhq,0,0.0,78
jhr,0,0.0,78
jhs,0,0.0,78
jht,0,0.0,78
jhu,0,0.0,78
jhv,0,0.0,78
jhw,0,0.0,78
jhx,0,0.0,78
jhy,0,0.0,78
jhz,0,0.0,78
jia,0,0.0,78
jic,0,0.0,78
jie,0,0.0,78
jii,0,0.0,78
jij,0,0.0,78
jio,0,0.0,78
jip,0,0.0,78
jiu,0,0.0,78
jiw,0,0.0,78
jiy,0,0.0,78
jja,0,0.0,78
jjb,0,0.0,78
jjc,0,0.0,78
jjd,0,0.0,78
jje,0,0.0,78
jjf,0,0.0,78
jjg,0,0.0,78
jjh,0,0.0,78
jjj,0,0.0,78
jjk,0,0.0,78
jjl,0,0.0,78
jjm,0,0.0,78
jjn,0,0.0,78
jjo,0,0.0,78
jjp,0,0.0,78
jjq,0,0.0,78
jjr,0,0.0,78
jjs,0,0.0,78
jjt,0,0.0,78
jju,0,0.0,78
jjv,0,0.0,78
jjw,0,0.0,78
jjx,0,0.0,78
jjy,0,0.0,78
jjz,0,0.0,78
jka,0,0.0,78
jkb,0,0.0,78
jkc,0,0.0,78
jkd,0,0.0,78
jke,0,0.0,78
jkf,0,0.0,78
jkg,0,0.0,78
jkh,0,0.0,78
jki,0,0.0,78
jkj,0,0.0,78
jkk,0,0.0,78
jkl,0,0.0,78
jkm,0,0.0,78
jkn,0,0.0,78
jko,0,0.0,78
